"jump.times","SpeciesmRNA","SpeciesProtein"
0,1000,0
5.24572927404094e-05,1000,1
0.000417383978268058,1000,2
0.0013354662158449,1000,3
0.00143784242450777,1000,4
0.00715459895846055,1000,5
0.00725695907693384,1000,6
0.00781895810602339,1000,7
0.00889181401495062,1000,8
0.0105893889955146,1000,9
0.0107103843270098,999,9
0.0116782391866348,999,10
0.0119235482236351,999,11
0.0121672050241311,999,12
0.0122760898598236,999,13
0.0134438841624461,998,13
0.0136186196864896,998,14
0.0187897845134205,998,15
0.0190392753310781,998,16
0.0191639303333943,998,17
0.0206629560658386,997,17
0.0207198388649147,997,18
0.0210959758438488,997,19
0.0211014358851993,997,20
0.0224978828893375,997,21
0.0232487471027151,997,22
0.023695111692504,997,23
0.0242457647646939,997,24
0.0242978628334421,997,25
0.0253947607242345,997,26
0.0254494124082138,997,27
0.0259532743703532,997,28
0.0269364140230643,997,29
0.0271774454524339,997,30
0.027328554478371,997,31
0.0281974904501803,997,32
0.028344978904684,997,33
0.0291061672927733,997,34
0.0310779544328021,997,35
0.0324865056654,997,36
0.0327926787340186,997,37
0.0355684271927116,996,37
0.0357810437637817,996,38
0.0367136046982138,996,39
0.0372887242381796,996,40
0.0374705381139558,996,41
0.0378121336165121,996,42
0.0388249176738056,995,42
0.040099975045887,995,43
0.0413362229954252,995,44
0.0432363106237253,995,45
0.0456055397160183,995,46
0.0462482293200742,995,47
0.0476010498354029,995,48
0.0478790314263799,995,49
0.0479493725420924,995,50
0.047969537206353,995,51
0.0487615021799145,995,52
0.0489601492634196,995,53
0.049177465887478,995,54
0.0502614400997813,995,55
0.0507625451835531,995,56
0.051694785890484,995,57
0.0525970141131879,995,58
0.0527103542683081,994,58
0.0528990241141607,994,59
0.0533226280787828,994,60
0.0540067040313875,994,61
0.0541910774486843,994,62
0.0555007778991805,994,63
0.0555742304358849,994,64
0.0560133741120464,994,65
0.0563682843507813,994,66
0.0566631899025739,994,67
0.0567800658000021,994,68
0.0572827002135383,994,69
0.0572844938113564,994,70
0.0580427324909944,994,71
0.0581204021049822,994,72
0.0606103088426926,994,73
0.0612852474123187,994,74
0.0616685726898338,994,75
0.0617045719673287,994,76
0.0634914585594262,994,77
0.0637748164383929,994,78
0.0645741446548261,994,79
0.0654659343864695,994,80
0.0656901942558798,993,80
0.0657035186582097,993,81
0.0673031682725026,993,82
0.0675886455421851,993,83
0.0697293033732705,993,84
0.0717120507266771,993,85
0.0724714287068437,993,86
0.0737481464997882,993,87
0.0742790060857554,993,88
0.075637930406609,993,89
0.0758867024871405,993,90
0.0760006972881665,993,91
0.0766126495524073,993,92
0.076827956002203,993,93
0.0777350585059257,992,93
0.0777674667286251,992,94
0.0779949796063443,991,94
0.078974743863588,991,95
0.0806728521489412,991,96
0.0816810527973831,991,97
0.0834839510954627,991,98
0.0843134190216904,991,99
0.0844385510670524,991,100
0.0845512122213572,991,101
0.0872045837120218,991,102
0.0876127627048548,991,103
0.0880647405004085,991,104
0.088550222462665,991,105
0.0885540562127906,991,106
0.0890522998548572,991,107
0.0895987395177821,991,108
0.0901845269347588,991,109
0.0922985048738718,990,109
0.0928955182448944,990,110
0.092953236582911,990,111
0.0929899693079795,990,112
0.0943723283653794,990,113
0.0954145428841444,990,114
0.0969260653302045,990,115
0.097290503711522,990,116
0.0977940035883778,990,117
0.0993974554531586,990,118
0.0995393139677308,990,119
0.100661170656819,990,120
0.100775200837955,990,121
0.10731425998086,990,122
0.108913623375046,990,123
0.109886610659556,990,124
0.111872088725815,990,125
0.112364678160781,990,126
0.11276971897395,989,126
0.113678401129457,989,127
0.1139948439884,989,128
0.115165196048871,989,129
0.115787675001757,989,130
0.116634741214664,989,131
0.117139970008511,989,132
0.119788966639239,989,133
0.120319836334807,989,134
0.121612566979611,989,135
0.125525626310872,989,136
0.125869077172265,989,137
0.125920258628367,989,138
0.126348375830389,989,139
0.127096867373372,989,140
0.127146116909763,989,141
0.127541160451935,988,141
0.127831583986826,988,142
0.127935806552765,988,143
0.128720699522376,988,144
0.129644093339431,987,144
0.13010821843052,987,145
0.13051950954198,987,146
0.134597569861903,987,147
0.135963851171981,987,148
0.136540419473447,987,149
0.137200347590613,987,150
0.137987181517987,987,151
0.138866840845417,987,152
0.140849826379374,987,153
0.140965075555242,987,154
0.141343285830561,987,155
0.141832706404724,987,156
0.143223852583241,987,157
0.143304116509748,987,158
0.144762577142887,987,159
0.147226008839367,987,160
0.148683652687482,987,161
0.150380749414268,987,162
0.152054395982041,987,163
0.155127141349943,986,163
0.155437770973895,986,164
0.15589063487433,986,165
0.155915883360904,986,166
0.155992151683664,986,167
0.157709415083582,985,167
0.158852764195849,985,168
0.160981684590405,985,169
0.161290136876793,984,169
0.161587077845038,984,170
0.162091937172469,984,171
0.16469600092365,984,172
0.164828965748919,984,173
0.16676574516128,984,174
0.167490324201668,984,175
0.167562678883646,984,176
0.168495824479395,984,177
0.169284842503835,983,177
0.169931928107563,983,178
0.171026778436921,982,178
0.171152723473955,982,179
0.172160159692943,982,180
0.174342164245953,982,181
0.174714051876421,982,182
0.174862002273456,982,183
0.175024006657005,982,184
0.175032128213377,982,185
0.175824783213372,982,186
0.176403283202947,982,187
0.176579389739382,981,187
0.177860609447907,981,188
0.178145363598627,981,189
0.183681746171496,980,189
0.184307074576956,980,190
0.184340948847748,980,191
0.184625896712074,980,192
0.185262653892926,980,193
0.185491487770772,980,194
0.18616263237006,980,195
0.186166947422625,980,196
0.187303903212416,980,197
0.187897156460097,980,198
0.189338235427378,980,199
0.189857277545617,979,199
0.190760288190954,979,200
0.191648708409822,979,201
0.192386125160758,979,202
0.193106744881394,978,202
0.193398177122426,977,202
0.193504392404752,977,203
0.195258390111039,977,204
0.195990982502702,977,205
0.196410500056484,977,206
0.197811595706002,977,207
0.199132603912848,977,208
0.199450145053078,977,209
0.20218138254488,977,210
